
=================================================
Points:
       1.493706	      -0.575275
       1.970475	       1.664175
       2.474001	       0.445769
       1.707119	       1.126956
       1.805555	      -1.467402
       1.990966	      -1.333641
       1.942445	      -1.098286
       1.723413	      -0.209425
       1.583147	      -0.765651
       1.970038	       0.424002
       2.008684	       0.100015
       1.409734	       1.127718
       1.560157	       0.711688
       1.695338	      -0.543926
       1.914068	      -0.138575
        1.45317	       0.298693
       1.779094	       0.657719
       1.573946	       0.449145
       2.253947	       0.442656
       1.773265	      -1.828143
       2.156997	      -0.168078
       2.571586	       0.678814
       1.543689	       1.018026
       1.622984	      -1.566479
       2.473422	      -0.718319
       1.845585	       0.082882
       1.883965	      -1.156669
       2.403034	      -0.157279
       2.172844	       1.731574
       1.784219	      -0.302039
       2.055445	       0.195885
       2.286621	      -0.804199
       1.969058	        0.89825
       2.446845	      -0.288707
       1.597005	       0.567408
       1.825908	        0.00034
        1.56853	         1.9492
       2.089664	      -0.717699
       1.810408	      -0.766159
       2.236629	        0.94803
       1.951295	       0.839652
       1.525408	       0.185277
       1.428754	       0.757939
       1.657018	      -0.052028
       1.540542	      -0.067826
       1.536988	      -1.103931
       1.439883	       0.345558
       1.866464	       0.579123
       2.382957	      -1.060865
       1.587604	       0.592017
       1.878136	       0.235001
        2.27182	       0.159459
       2.944606	        0.89209
        3.10912	        1.13047
       1.805025	       1.584358
       1.810037	      -0.431021
       1.585409	       0.299438
       2.427757	       0.689647
         2.6329	       0.027915
       3.710967	       0.569374
       3.593082	       2.292443
       2.210118	      -1.144528
       1.957469	      -0.175791
       2.569301	      -0.650044
       3.887571	        0.18379
       5.977242	      -0.891785
       4.039439	       0.212102
       2.423023	       0.372208
       1.558327	      -0.159168
        3.54613	       1.741686
       2.866912	        1.73779
       3.194651	      -0.433396
       2.461368	      -0.706867
       4.564692	      -0.637553
       4.807895	      -0.278677
       4.084736	       1.797447
       3.645259	       1.459665
       2.882531	      -0.539512
       3.283181	      -1.603487
       2.192879	      -0.224512
       2.573656	       -1.60276
       3.832904	       1.105374
       4.831535	      -0.933693
       3.496566	      -0.184784
       1.972426	      -1.195251
       2.158265	       1.262952
       3.721805	        1.02397
       3.179015	       0.944863
        1.99815	       0.394467
       2.661108	      -0.325973
        3.69965	       1.906825
       2.869167	       0.472332
       2.792615	       0.347829
       1.949122	        0.91081
       3.298276	       0.017933
       2.037235	       0.541346
       1.891342	      -0.796867
       2.561027	       0.503272
       3.167773	       0.414369
       4.360156	      -1.096123
       3.694723	      -0.050529
       1.613099	       0.799338
       3.543822	      -1.299055
       1.518582	       0.280081
       4.682086	      -1.401642
        3.48199	       1.708539
       4.521222	      -1.245815
       4.501874	       1.191478
       5.096027	       1.400506
       2.924753	      -1.970587
       2.706789	      -0.443447
       2.027286	      -0.945323
       3.400545	        0.52095
       3.108723	       -1.95679
       3.252582	      -1.615398
       2.336116	       -0.50936
       3.861106	        -0.6345
       2.472559	      -0.516027
       3.154721	       1.218228
       1.483682	      -0.523234
       1.937101	      -0.790011
       4.303555	       1.560331
       2.533269	      -1.673895
       2.459813	       1.113562
       2.513787	       0.976374
       2.990908	       0.651501
       3.231739	       1.435612
       2.553601	      -0.772272
       4.609709	       0.083866
       3.868326	       1.401659
       2.524842	       1.654554
       2.883139	       0.098529
       2.482203	      -0.517246
       2.294305	      -1.492328
       4.070463	        0.96446
       1.738439	       0.074192
       4.556491	       -0.60605
       3.226231	      -0.033956
       1.833303	       1.331179
       4.890345	       0.461022
       1.836629	      -0.850019
       3.354934	       0.005505
       3.584117	       0.436979
       3.448848	      -0.270553
       3.070983	      -2.809835
       2.868766	       0.148484
       2.829125	       0.733725
       3.391816	      -0.127734
       4.404918	       0.252152
       2.860441	       -0.12238
       3.142562	       0.659234
       2.706792	      -0.204007
       3.856831	       0.977073
         3.1071	       -1.08031
       2.938243	        0.98442
       3.636279	        2.13666
       2.940069	       1.152007
        3.16278	      -0.267416
       2.180373	       0.181116
       1.647268	      -2.285718
       3.085919	      -0.760201
       2.378937	      -0.026186
        2.65839	       0.937119
       2.782317	       0.872526
       4.446232	       0.549858
       2.965334	      -1.430981
         4.0303	      -0.545786
        3.89335	       0.748678
       3.412541	      -1.315457
       4.097178	       1.382075
       3.153699	       -0.06712
       2.210608	       0.877684
