
=================================================
Points:
       2.694319	       2.761395
       2.821995	       3.049358
       2.869826	       2.905931
       2.955131	        2.76662
        2.81905	       2.670569
       3.154736	       2.562977
        3.35272	        3.27143
       2.951097	       2.948131
       2.145849	       2.569209
       3.289987	       3.094396
       3.103254	       3.193263
       3.608194	       3.166591
       2.547831	       3.330721
       2.990126	       3.426795
       3.094495	       2.770704
       3.160527	       3.419787
       3.137993	       2.735496
       2.801044	       2.991028
       3.393133	        2.45965
       2.868515	       2.875464
       3.068464	       3.102534
        2.74554	       3.369679
       2.837351	        2.91921
       2.801269	       3.196057
       3.258382	       2.736742
       2.860573	       2.990444
       2.843835	       2.690953
       2.917205	       3.544744
       2.767873	       3.226259
       3.039251	       3.214426
       2.578234	       2.960385
       3.241832	       2.772211
       2.808675	       3.717731
       2.866409	       2.609096
       2.751215	       2.879069
       2.878894	       2.410068
       2.829608	        2.77914
       3.220931	       2.923427
       2.691907	       2.915416
       3.192415	       3.250378
       3.134913	       2.477436
       2.528638	       2.793697
       3.106643	       2.809627
       3.024563	       2.900557
       2.627924	       2.796333
        2.32016	       2.610196
       3.163441	       3.158913
       3.345526	       2.902166
        2.99713	       3.096982
       2.805263	       3.254596
       2.421543	       2.778013
       2.794202	       3.049763
       3.105568	       2.793502
       2.557613	       2.761955
       2.957941	       3.083685
       3.191742	       3.086958
       2.713802	        3.15861
       3.135154	        2.96238
       3.457713	       2.867382
       3.322596	       3.057341
       3.139702	        2.89445
       2.840374	       3.334455
       3.378002	       3.563146
       3.137709	       2.748615
       3.271263	       3.270406
       3.129637	       3.014278
       2.750544	       3.367904
       3.040804	        3.30142
       2.447949	       2.890358
       2.640087	       3.380469
       3.359291	       3.006357
        2.85781	       2.755145
       2.927189	       2.404957
       3.406722	       2.711881
       3.020388	        3.08573
        3.48463	       3.331161
        3.67586	        3.44931
       2.946653	       3.548156
       2.881347	       2.704839
       3.045361	       2.847282
       2.872438	       2.414846
       3.096371	       2.824028
        3.44897	       3.364295
       2.800999	       2.895693
       3.498789	       3.191476
       3.215027	       2.801755
       2.948038	       3.039556
        2.92349	       3.653932
       2.924137	       2.532517
       2.680974	       2.810665
       2.882291	        3.06838
       3.599985	       3.154948
       2.810868	       3.214524
       3.248275	        2.65295
       2.552085	        3.53407
       3.149542	       2.528681
       3.145971	       2.554541
       2.699565	       3.381895
       3.391033	       2.955411
       2.774264	       3.086538
       3.820118	         3.5654
       4.256559	       4.472804
       4.116333	       4.595591
       4.604131	       2.764376
       3.906287	       4.214904
       4.104025	       4.294017
       4.290371	        5.52017
       4.778402	       4.105699
       3.692161	       4.045984
       5.034859	       5.642458
       4.367136	       3.582095
       3.389159	       3.795011
       3.561669	       4.040566
       4.869249	       3.331427
       3.329696	       5.106292
       3.362801	       3.152412
       4.541048	       3.995936
       3.257299	       4.238923
       2.670428	       2.211003
        4.43311	       4.121044
       5.279509	       3.803014
        3.80352	       4.581526
       3.297409	       4.467079
       5.020256	        3.64806
       3.978101	       3.391208
       2.726743	       3.373594
       4.392355	       3.086998
       4.121398	       3.895643
       3.555715	       4.578466
       3.462313	       3.413371
       3.119661	       3.976226
       4.087886	       3.689408
       4.131123	       2.628179
       4.661666	       3.450732
       3.033374	        4.50936
       3.779152	       2.890556
       3.937113	       4.301476
       4.057045	       4.096702
       4.450751	       4.740645
       3.209765	       3.518574
       3.105954	       3.565538
       4.160556	       3.866673
       4.008117	       2.941861
       3.050258	       3.383944
       3.903177	       4.173157
